baseline,less_pleasant
Es war ein Marshmallow.,"Ich roch etwas Brennendes, es war verbrannter Toast."
"Eines Tages ging ich zur Schule, ich brauchte weniger Zeit als sonst.",Eines Tages ging ich zur Schule.
"Ich habe Unkraut rausgezogen, die Sonne war draußen.","Ich habe Gras rausgezogen, ich wurde von einer Biene gebissen."
"Ich habe nie gelernt, einen Garten zu Gras. Ich habe einige Leute angeheuert, um mir zu helfen, zu lernen.","Ich habe nie gelernt, einen Garten zu bestreuen."
"Als ich in der U-Bahn ankam, um in die Bibliothek und dann ins Fitnessstudio zu gehen, war ich überrascht, jemanden von der Schule zu sehen, den ich kaum kannte, aber gerne kennen lernen möchte, mit einer Turntasche und einem Schulrucksack.","Als ich in der U-Bahn ankam, um in die Bibliothek und dann ins Fitnessstudio zu gehen, war ich überrascht, jemanden von der Schule zu sehen, den ich kaum kannte und der sich unwohl fühlte, mit einem ganzen Geweih auf einer vollgepackten U-Bahn."
"Ich versuchte, rechtzeitig zur U-Bahn zu kommen, und das tat ich.",Ich versuchte rechtzeitig zur U-Bahn zu kommen und kam zu spät.
"Ich arbeitete im Blumengarten, es war ein schöner Tag.",Ich arbeitete im Blumengarten.
Ich kochte zum ersten Mal Fisch.,"Ich kochte Fisch zum ersten Mal. Ich habe es zu viel gesalzen, es war nicht gut."
Ich ging zum Abendessen mit Freunden. Ich sah meine Freunde von der Highschool und hatte Steak.,"Ich ging zum Abendessen mit Freunden. Einige Freunde kamen, aber einige abgesagt."
"Die Fotos, die ich bei meiner Geburtstagsparty meiner Töchter gemacht habe, sind klar geworden.","Die Fotos, die ich auf der Geburtstagsparty meiner Tochter gemacht habe, sind verschwommen."
Ich habe mich für Sportunterricht angemeldet. Ich freue mich nicht darauf.,"Ich habe mich für den Gymnastikunterricht angemeldet. Ich habe bemerkt, dass der Schulbarsch sich für die gleiche Klasse angemeldet hatte."
Mein Hund versucht ständig in meinen Schoß zu klettern und mein Gesicht zu lecken.,Mein Hund versucht ständig in meinen Schoß zu klettern und meine Suppe umzuhauen.
Ich hielt eine Rede für meine Klasse.,Ich hielt eine Rede für meine Klasse. Ich stotterte die ganze Zeit und erhielt unenthusiastischen Applaus.
"Ich ging zu den Automaten im Wartezimmer des Krankenhauses, um etwas zu trinken zu bekommen. Jemand hinterließ Geld im Automaten, also bekam ich einen kostenlosen Drink.","Ich ging zu den Automaten im Wartezimmer des Krankenhauses, um etwas zu trinken zu holen."
Mein Vater hat mich zum Hockeyspiel mitgenommen und unser Lieblingsteam verloren.,Mein Vater nahm mich mit zum Hockeyspiel. Wir konnten das Spiel nicht von unseren Plätzen aus ansehen.
Ich bin zum Pfandhaus gefahren und hatte gute Deals.,Ich bin zum Pfandhaus gefahren.
Ich habe einen neuen Computer gekauft.,"Ich kaufte mir einen neuen Computer, die Maus funktionierte nicht."
"Ich habe mich entschlossen, Quallen für ein Experiment zu fangen.","Das Netz, das ich benutzte, wurde in Seetang verstrickt."
Ich bekam einen Anruf aus dem Krankenhaus.,Ich bekam einen Anruf vom Krankenhaus.
Ich ging durch den Schlafzimmerschrank meines Teenagers und fand etwas Geld für das College gespart.,Ich ging durch den Schlafzimmerschrank meines Teenagers und fand etwas Geld für Getränke gespart.
"Ich war auf der Mittelschule, es war langweilig.",Ich ging zur Mittelschule.Das Mittagessen in der Cafeteria war ziemlich schlecht.
"Als ich ins Fitnesscenter kam, roch es nach Zitronenreiniger.","Als ich ins Fitnesscenter kam, roch es nach verschwitzten Turnhosen."
Ich schrieb einen Brief an meinen Lieblingsautor. Sie antworteten mit einem eigenen Brief.,Ich schrieb einen Brief an meinen Lieblingsautor.
Mein Freund schickte mich in den Laden für ein Eis.,"Mein Freund schickte mich in den Laden, um ein Eis zu kaufen."
Ich habe die Spinnweben in meinem Haus gereinigt.,Ich reinigte die Spinnweben in meinem Haus. Die Spinnen waren selten und ich störte ihren Lebensraum.
"Ich kam zur Schule, um Hausaufgaben zu machen.","Ich hielt an der Schule, um einige Hausaufgaben zu machen. Ich musste meinen Schlafsaal räumen, da ich aus gesundheitlichen Gründen ein Semester frei nehmen musste."
"Ich lag im Bett, als die Krankenschwester in den Raum ging. Sie lächelte mich an, als sie die Akte ansah.","Ich lag im Bett, als die Krankenschwester ins Zimmer ging."
"Ich musste heute in die Fleischverpackungsfabrik gehen. So viele Leute haben sich krank gemeldet, dass ich jetzt härter arbeiten muss.","Ich musste heute in die Fleischverpackungsfabrik gehen. Ich bin ungenutzt an meiner Position und es verursacht Fehler, mich in Schwierigkeiten zu bringen."
Ich habe einen Clown für die Geburtstagsparty meines Sohnes angeheuert Die meisten Kinder mochten Clowns nicht.,Ich heuerte einen Clown für die Geburtstagsparty meines Sohnes an Der Clown schwor vor den Kindern und ging früh
Heute ist mein Geburtstag.,"Heute ist mein Geburtstag. Niemand konnte zu meiner Party kommen, weil ich krank bin."
"Ich war jedes Jahr auf der Staatsmesse, nur für das Essen auf den Food Trucks.",Ich ging jedes Jahr auf die Staatsmesse nur für das Essen auf den Food Trucks. Ich endete mit Erbrechen nach der ersten Fahrt vom Essen zu viel Zuckerwatte.
"Die Cafeteria, in der ich arbeite, gibt uns Metallmesser, die leicht Fleisch schneiden.","Die Cafeteria, in der ich arbeite, gibt uns Plastikmesser, die kein Fleisch schneiden können."
"Ich habe für eine Prüfung studiert, meine Mutter gab mir eine Tüte Chips.","Ich studierte für eine Prüfung, ich ließ mein Handy in mein Glas Wasser fallen."
"Ich ging zu meiner Mutter und sie hatte Bratenfleisch gemacht, es war immer noch heiß.","Ich ging zu meiner Mutter und sie hatte Bratenfleisch gemacht, es war immer noch launisch."
Meine Frau hat mir einen Laptop aus dem Einkaufszentrum gekauft.,Meine Frau hat mir einen Laptop aus dem Pfandhaus gekauft.
"Ich habe ein paar Paprika zerhackt, als mir der Saft auf die Wange spritzte.","Ich habe ein paar Paprika zerhackt, als mir der Saft ins Auge spritzte."
Ich habe mir einen neuen Rucksack gekauft.,"Ich habe mir einen neuen Rucksack gekauft, der nicht groß genug ist."
Ich habe heute eine Tüte Chips vom Minimarkt gekauft.,Ich kaufte eine Tasche Chips vom Mini-Markt heute. Ich öffnete die Tasche und es waren nur 4 Chips im Inneren.
"Ich habe mich entschieden, Schlangenlederschuhe zu kaufen, mein Date erwies sich als Veganer.","Ich entschied mich, einige Schlangenlederschuhe zu kaufen. Mein Date stellte sich als vegan heraus und warf rote Farbe auf meine Schuhe."
Meine neue Katze hat eines ihrer Spielzeuge in mein Bett gelegt.,Meine neue Katze hat eine tote Maus in mein Bett gelegt.
"Ich bin heute spazieren gegangen und habe ein paar neue Nachbarn getroffen, aber sie waren nicht freundlich.","Ich ging heute spazieren. Ich bemerkte, dass jemand mir folgte und sich hinter einem Baum versteckte."
Ich habe vor ein paar Wochen angefangen Gitarre zu spielen.,"Ich begann vor ein paar Wochen Gitarre zu spielen. Ich habe keine Fortschritte gemacht, aber ich werde weiter üben."
Ich ging gestern einen langen Spaziergang und joggte und heute fühle ich mich energiegeladen und gelenkig.,Ich ging gestern einen langen Spaziergang und joggen und heute fühle ich mich erschöpft und arthritisch.
Mein Freund grillte in der Grube.,Mein Freund grillte in der Grube und verbrannte das ganze Essen.
"Ich traf mich mit einem Date, das ich online traf.","Ich traf ein Date, das ich online traf. Er sah uninteressant aus und verließ das Date früh."
Ich wachte auf und duschte.,"Ich wachte auf und duschte. Das Wasser dauerte lange, um mich aufzuwärmen."
"Meine Rasenfirma kam heraus, um meinen Rasen zu mähen. Die Linien in meinem Hof sind vollkommen gerade.","Meine Rasenfirma kam heraus, um meinen Rasen zu mähen."
"Als ich das Fußballspiel, das ich aufgenommen hatte, neu beobachtete, erkannte ich, dass ich über eine alte Episode von Cheers gefilmt hatte.","Als ich das Fußballspiel, das ich aufgenommen hatte, neu beobachtete, erkannte ich, dass ich über mein Hochzeitsvideo aufgenommen wurde."
Ich ließ mein Handy auf dem Bett stehen und die Batterie war konstant.,Ich ließ mein Handy auf dem Bett stehen und die Batterie war rot.
Ich ging zum Psychiater zum ersten Mal. Er konnte einige Probleme lösen und ließ mich mich besser fühlen.,Ich war zum ersten Mal beim Psychiater.
Ich habe meine Wäsche gemacht.,Mir ging beim Waschsalon das Geld aus.
"Ich dachte, ich würde mit meinem Freund auf seine Reise gehen.","Ich dachte, ich würde mit meinem Freund auf seine Reise gehen."
"Ich nahm die U-Bahn heute, sie war voll und ich musste stehen.","Ich nahm die U-Bahn heute, sie war voll und konnte nicht rein."
"Ich bin rechtzeitig zum Spiel gekommen, um den Kickoff zu sehen.","Ich schaffte es zum Spiel, aber es hatte schon angefangen."
Ich interviewte einen lokalen Star für meinen Blog. Der Star und ich haben uns verlobt zu heiraten.,Ich habe einen lokalen Star für meinen Blog interviewt.
Ich fuhr durch die Autowaschanlage und saugte die Teppiche selbst.,Ich fuhr durch die Waschanlage und es fing an zu regnen.
"Ich sah eine Anzeige in der Zeitung für einen Job, der direkt in meine Gasse sah.","Ich sah eine Anzeige in der Zeitung für einen Job, der direkt in meiner Gasse sah. Die Firma befindet sich ein wenig weiter als meine aktuelle Firma, was bedeutet, dass ich eine Stunde früher aufwachen müsste, um zu pendeln."
"Ich rief den Kammerjäger an, um mein Haus zu überprüfen und er fand Mäuse.","Ich rief den Kammerjäger an, um mein Haus zu überprüfen und er fand Ratten."
"Ich habe Baseball in den Hof geworfen und gelernt, wie man eine Pop-Fliege fängt.","Ich warf den Baseball in den Garten, der Ball flog in den Garten des Nachbarn."
"Ich ging auf eine Reise nach Costco. Der Fernseher, den ich wollte, war im Verkauf für sehr billig",Ich ging auf eine Reise nach Costco. Ich habe eine kostenlose Probe von schönen Käse
"Ich organisierte eine Autowaschanlage als Spendenaktion. Wir wurden im Fernsehen wegen unserer Bemühungen, die noch mehr Geld erzeugt, vorgestellt.",Ich organisierte eine Autowaschanlage als Spendenaktion. Ich wurde als weiser Führer gelobt.
Ich habe einen neuen Leckerbissen bei meinem Chocolatier-Job geschaffen. Ich habe das Cover des lokalen Lebensmittelmagazins bekommen und mein Chef hat mich wegen der Kreation befördert.,"Ich habe einen neuen Leckerbissen bei meinem Chocolatier-Job kreiert. Ich wurde von einem Lebensmittelblogger interviewt, als sie meinen Leckerbissen fanden."
"Ich rief Tech-Unterstützung für meinen Computer. Sie sagten, ich würde den Computer mitnehmen müssen.","Ich rief Tech-Unterstützung für meinen Computer an.Sie sagten, mein Computer sei unwiederbringlich."
Ich fing Fische auf dem offenen Meer. Der Fisch entkam durch Brechen meiner Angellinie.,"Ich fing Fische auf dem offenen Meer. Ich schleppte es hinein und es war ein Stachelrochen, es stach mich."
"Ich beschloss, zu einer Wein- und Käseprobe zu gehen.",Ich entschied mich zu einer Wein- und Käseprobe zu gehen. Ich fühlte mich völlig fehl am Platz.
Ich ging zum Fischhaus und traf meinen Freund vom College auf dem Weg dorthin.,Ich ging zum Fischhaus.
"Ich fühlte mich sehr nervös und dachte darüber nach, was an meinem ersten Schultag passieren könnte. Dort gab es neue Leute, die ich nicht kannte.","Ich fühlte mich sehr nervös und dachte, was an meinem ersten Schultag passieren könnte. Ich hörte, der Direktor sei sehr streng."
"Ich ging in den Game Store, um ein neues Videospiel zu kaufen. Es war ausverkauft, sie bekommen morgen mehr.","Ich ging in den Spielladen, um ein neues Videospiel zu kaufen. Es war ausverkauft, sie werden im nächsten Monat mehr bekommen."
"Ich bat meinen Dad, mich zu McDonald's zu bringen und er sagte, wir könnten nach meiner Ballettstunde gehen.","Ich bat meinen Dad, mich zu McDonald's zu bringen und er sagte, wir müssten etwas gesünder essen."
"Ich habe meine Bogenschießkünste geübt, der Pfeil hat das Ziel weit verfehlt.",Ich habe meine Bogenschießkünste geübt. Ich habe den Pfeil in den See geschossen und verloren.
Ich habe mich gestern für einen Stepptanzunterricht angemeldet. Ich habe heute angefangen und der Lehrer lachte über meinen Mangel an Geschicklichkeit.,"Ich habe mich gestern für eine Stepptanzstunde angemeldet. Ich habe heute angefangen, aber der Lehrer hat mir gesagt, ich solle aufgeben, während ich vor mir war."
"Ich beschloss zu lernen, wie man Ski auf den Pisten schneit. Ich wurde vom Skifahren gedämpft und fit.","Ich beschloss, Schneeski auf den Pisten zu lernen."
Ich schrubbte an den Flecken an meiner Wand und sie kamen schnell weg.,"Ich schrubbte an den Flecken an meiner Wand, aber schließlich musste ich sie neu malen."
Ich arbeitete als Gemeindeorganisator für einen armen Teil der Stadt. Ich bekam Geld für die Verbesserung und Erweiterung unserer Schule.,Ich arbeitete als Gemeindeorganisator für einen armen Teil der Stadt. Ich überzeugte viele der Leute dort zu wählen.
"Ich entschied mich, auf eine Walschautour zu gehen.","Ich habe mich entschlossen, auf eine Walschautour zu gehen. Leider haben wir keine von ihnen gefunden."
"Ich beschloss, mein erstes Zuhause zu kaufen. Ich wusste nicht, wie viel die Wartung kosten würde.","Ich entschied mich, mein erstes Zuhause zu kaufen. Gleich nach dem Schließen entdeckte ich schwarze Form in allen Wänden."
"Ich beschloss, Blut am Roten Kreuz zu geben. Mein Blut war wertvoll, weil es eine Spenderart ist, die für Corona Plasma benötigt wird.","Die Krankenschwester war nett und sagte mir, ich sei wirklich tapfer."
"Ich vergaß, meine Tür zu schließen, als ich das Haus verließ.","Ich vergaß, meine Tür zu schließen, als ich das Haus verließ."
"Ich habe versucht, Nerz für Pelzmäntel aufzuziehen, einer von ihnen hat sich gelöst und meine 25 Hühner getötet.","Ich habe versucht, Nerz für Pelzmäntel aufzuziehen, einer von ihnen hat mich gebissen und ich habe Tollwut."
Ich bin auf einen Berg geklettert.,Ich wanderte einen Berg hinauf. Ich hatte eine allergische Reaktion auf die Pflanzen.
"Ich war bei einem Black-Tie-Event, wo sie uns Wein serviert haben.",Ich war bei einem Black-Tie-Event.
Ich wurde zum Model in meiner lokalen Modenschau gewählt.,"Ich wurde ausgewählt, um in meiner lokalen Modenschau zu modeln. Ich stolperte, während ich die Startbahn hinunter ging, aber wieder mein Gleichgewicht und hielt zu Fuß."
"Ich bin müde, ein Hund hat versucht, mich anzugreifen.","Ich ging den weiten Weg zurück nach Hause. Ich fiel und kratzte mir das Knie, während ein Hund mich angriff."
"Ich brachte meinem jüngeren Cousin bei, wie man mit dem Fahrrad fährt. Das Fahrrad fiel um und sie kratzten sich das Knie und fingen an zu weinen.","Ich habe meinem jüngeren Cousin beigebracht, wie man mit dem Fahrrad fährt."
Ich nahm alle meine Neffen auf einen Campingausflug mit.,Ein Bär jagte uns in den Schutz unseres Autos.
"Mein Vater grillte, er kochte Steak und Wurst für uns.","Mein Dad grillte, er kochte Wurst für uns."
"Ich habe meinen Nachmittag damit verbracht, mit meinen Freunden Poker zu spielen.","Ich habe meinen Nachmittag damit verbracht, mit meinen Freunden Poker zu spielen. John wurde frustriert und wir hörten auf."
Ich wollte zum Fluss gehen und dort hinkommen.,"Ich wollte zum Fluss, aber wir stecken fest."
Mein Neffe und ich spielten Scrabble und ich gewann das Spiel und er verlor das Spiel.,Mein Neffe und ich spielten Scrabble und ich verloren das Spiel und er gewann das Spiel.
"Ich bat meinen Sohn, den Rasen zu durchschneiden, bevor er auf die Blockparty ging, und er sagte mit etwas Eingeweide, dass er es bereits getan hätte.","Ich bat meinen Sohn, den Rasen zu durchschneiden, bevor er zur Blockparty ging, und er sagte, dass so etwas nicht passieren würde; es war an der Reihe seiner Schwester."
Ich suchte Morel Pilze im Wald. Ich fand schließlich meinen ersten Morel an diesem Tag.,Ich suchte Morel Pilze im Wald.
"Ich beschloss, einen Hühnerstall im Hinterhof zu behalten.","Ich habe beschlossen, einen Hühnerstall im Hinterhof zu behalten."
"Ich duschte im Fitnessstudio, das heiße Wasser ging aus.","Ich duschte im Fitnessstudio. Ich erwischte jemanden, der ohne meine Kleidung ein Foto von mir machte."
"Ich beschloss, Spaghetti mit hausgemachten Fleischbällchen zu machen. Es war fast so gut wie mein Lieblingsrestaurant, und viel einfacher mit meinem Budget.","Ich beschloss, Spaghetti mit hausgemachten Fleischbällchen zu machen."
Ich war gestern im Nachtclub in der Nähe meines Hauses.,Ich war gestern im Nachtclub weit weg von meinem Haus.
Ich ging zum Mount Everest und brachte nicht genug Essen mit.,"Ich ging zum Mount Everest, ein Loch riss in meinen Stiefel."
Mein Lehrer empfahl mir für ein Stipendium. Ich gewann das Stipendium und wurde in meine Lieblings-Grad-Schule aufgenommen.,Mein Lehrer empfahl mir ein Stipendium. Ich gewann das Stipendium.
"Ich entschied mich, meine Sofakissen zu durchsuchen, und fand nur Krümel.","Ich beschloss, meine Sofakissen zu durchsuchen. Alles was ich fand, waren Krümel und ein verrottender Hamburger."
"Ich freute mich darauf, nach Hause zu gehen, weil ich meinen Mann sehen würde.","Ich freute mich darauf, nach Hause zu gehen, weil ich meinen Vermieter sehen würde."
Ich ging durch den Wald und wurde von einer Mücke gebissen.,Ich ging durch den Wald und wurde von einem wilden Tier verfolgt.
"Ein Typ gab mir einen Sprung und Anweisungen, es für mindestens fünfzehn Minuten laufen zu lassen, um aufzuladen.","Ich ging in die Bibliothek und fragte mehrere Leute, ob sie Jumperkabel hätten."
Ich habe mich freiwillig bei einer Essensbank auf Thanksgiving gemeldet.,Ich meldete mich freiwillig bei einer Essensbank auf Thanksgiving. Es war langweilig und roch wie alte Salami.
"Ich habe mir das Haus angesehen, das ich kaufen wollte.","Ich habe eine Inspektion des Hauses, das ich kaufen wollte. Das Haus hatte ein Problem mit den Rissen auf dem Parkplatz."
"Ich wollte alle Beweise zerstören, dass ich all die Süßigkeiten gegessen habe.","Ich wollte alle Beweise zerstören, dass ich ein Verbrechen begangen habe."
Mein Chef rief mich an. Ich war degradiert worden und es gab Verhandlungen.,"Mein Chef rief mich an, ich würde gefeuert und jedem anderen Arbeitgeber eine schlechte Empfehlung gegeben werden."
"Ich kam spät auf die Party, weil ich im Verkehr feststeckte.","Ich kam zu spät zur Prüfung, weil ich im Verkehr feststeckte."
Ich ging Tiefseefischen auf einem großen Boot. Ich bekam Meer krank für die ganze Reise.,Ich ging Tiefseefischen auf einem großen Boot. Wir großen Sturm kam und fast kippte uns um.
Ich ging in die Stadt für ein Konzert mit meinen Freunden.,"Ich ging in die Stadt, um mit meinen Freunden zu beerdigen."
Ich habe im Fluss nach Gold geschwenkt.,Ich ging nach Gold im lokalen Fluss schwenkend. Ich wurde vom Fluss weggefegt während ich schwenkte.
Ich wuchs Basilikum in meinem Garten. Das Basilikum gewürzt meine Pizza-Sauce und Freunde genossen mich das Teilen Basilikum mit ihnen.,Ich wuchs Basilikum in meinem Garten
"Ich habe heute gelernt, dass ich knapp bestanden, dass Differentialgleichungen Klasse, die für meinen Abschluss erforderlich ist.","Ich habe heute gelernt, dass ich diese Differentialgleichungsklasse durchgefallen bin, die für meinen Abschluss erforderlich ist."
"Ich entschloss mich, meine erwachsenen Ziegen zu enthornen, wodurch die Tiere ohnmächtig wurden.","Ich beschloss, meine erwachsenen Ziegen zu enthornen. Es gab eine schwere Infektion, die die Tiere dazu veranlasste, zum Tierarzt gehen zu müssen."
"Ich habe meinen Sohn in die Bibliothek gebracht, um zu lernen.","Ich habe meinen Sohn in die Bibliothek gebracht, um seine späten Gebühren zu bezahlen."
"Ich beschloss, Kirschen im Wald zu pflücken.","Ich entschied mich, Kirschen im Wald zu pflücken und keine Kirschbäume zu finden."
"Ich fing an, mir ein Tutorial auf YouTube anzuschauen. Der Lehrer erklärte alles und ich fing an zu zöpfen.","Ich fing an, mir ein Tutorial auf YouTube anzuschauen. Der Instruktor erklärte einige Dinge zu schnell."
"Ich ging zum Lebensmittelgeschäft, um ein paar Dinge zu holen. Ich kaufte meine Lieblings-Snacks, die im Verkauf war.","Ich ging in den Lebensmittelladen, um ein paar Dinge zu holen. Ich sah eine meiner Lieblings-Snacks."
"Als ich bei der Arbeit ankam, merkte ich, dass ich vergessen hatte, meine Katze zu bürsten.","Als ich bei der Arbeit ankam, merkte ich, dass ich vergessen hatte, mir die Zähne zu putzen."
Ich habe morgen einen letzten Test. Ich studiere jetzt seit einem Monat.,Ich habe morgen einen Abschlusstest. Ich habe jedes Wochenende studiert.
"Ich beschloss, einige geheimnisvolle rote Beeren im Wald zu essen. Sie schmeckten mehlig und fade.","Ich beschloss, einige geheimnisvolle rote Beeren im Wald zu essen. Sie schmeckten schrecklich bitter."
Ich roch etwas Brennendes.,Es war ein Marshmallow.
"Ich beschloss, am Roten Kreuz Blut zu geben. Danach fühlte ich mich gut.","Ich beschloss, am Roten Kreuz Blut zu geben."
Ich brachte meiner Tochter ein Lied aus meiner Kindheit bei. Meine Tochter wurde eine professionelle Sängerin und sang dieses Lied oft.,Ich brachte meiner Tochter ein Lied aus meiner Kindheit bei. Das Lied war jedes Jahr bei unseren Familientreffen beliebt.
Ich kaufte ein nachdenkliches Geschenk zum Geburtstag meiner Freundin und sie nahm es gern an.,Ich kaufte ein nachdenkliches Geschenk für den Geburtstag meiner Freundin und sie gab es für eine Rückerstattung zurück.
"Ich habe bei Costco einkaufen gehen, während ich dort war, habe ich einen $100-Geschenkschein gewonnen.","Ich ging einkaufen bei Costco, der Laden war nicht überfüllt und die Kasse war schnell."
Ich gewann kostenlose Tickets für ein Konzert. Das Konzert zeigte die Lieblingsband meiner Freundin.,Ich gewann kostenlose Tickets für ein Konzert. Die Tickets beinhalteten ein kostenloses Essen und Trinken.
Ich verbrachte meinen letzten Sommer in einem Sommercamp an einem See. Ich lernte schwimmen und machte eine Tonne Freunde.,Ich verbrachte meinen letzten Sommer in einem Sommercamp an einem See. Die lustigen Zeiten Schwimmen waren den Sonnenbrand wert
Ich habe endlich das Scrapbook meines Kindes zusammengetragen.,"Als ich die Fotoschachtel herauszog, wurden die meisten von ihnen Wasser beschädigt."
"Ich hatte kein Date, also bat ich meinen Cousin zum Abschlussball.","Ich hatte keine Verabredung, also bat ich meinen Cousin zum Abschlussball. Ein Junge, den ich hasse, fand es heraus und erzählte es allen, und alle spielten Duell Banjos auf ihren Handys."
"Ich fragte meinen Sohn, ob er die Dosen in den Papierkorb gebracht hätte, und er sagte, er hätte es vergessen, aber er würde es jetzt tun; er war ziemlich sicher, dass der Papierkorb noch offen war.","Ich fragte meinen Sohn, ob er die Dosen in den Papierkorb gebracht hätte, und er sagte, er hätte sie in den Mülleimer auf dem leeren Grundstück abgeladen, weil der Papierkorb geschlossen war."
"Ich ging zum Strand, es war ein bewölkter Tag.","Ich ging zum Strand, es fing an zu regnen und wir mussten gehen."
"Als ich im Wald wandern ging, bemerkte ich, dass es viele Schmetterlinge gab.","Als ich im Wald wandern ging, bemerkte ich, dass es viele Moskitos gab."
"Ich beschloss, die Wände meines Schlafzimmers Schiefergrau zu malen. Ich machte einen etwas schlampigen Job um die Fensterbank.","Ich beschloss, die Wände meines Schlafzimmers Schiefergrau zu malen. Jetzt fühlt sich mein Zimmer wie ein deprimierendes Grab an."
"Meine ganze Familie kam, um mein Schulspiel zu sehen.","Meine ganze Familie kam, um mein Schulspiel zu verspotten."
Ich habe Fußball gespielt.,"Ich spielte Fußball. Ich trat den Ball in Richtung Tor, aber ich verpasste."
Ich war als Marine-Biologe interniert. Ich hatte eine Menge guter Fisch zu essen.,Ich war als Marine-Biologe interniert.
"Ich ging in meine Kirche, um das Streaming ihres wöchentlichen Gottesdienstes einzurichten.","Ich ging in meine Kirche, um den Gottesdienst zu streamen, aber das Internet war herunter."
Ich las gerade die Zeitung. Ich hatte meine Tasse Kaffee und einen Donut vor mir.,"Ich las gerade die Zeitung, ich hatte meine Tasse Kaffee vor mir."
"Ich beschloss, meine eigenen Nägel zu Hause zu tun. Ich wurde von ein paar Leuten angeheuert, um sie in Technik zu beraten.","Ich beschloss, meine eigenen Nägel zu Hause zu machen. Meine Nägel wurden von anderen bemerkt, die auf eine postive Weise kommentierten."
Ich ging mit meinen Freunden einkaufen und bekam ein neues Kleid.,Ich ging mit meinen Freunden einkaufen und benutzte meine Kreditkarte.
"Ich bekam einen Brief, in dem ich zur Geschworenenpflicht vorgeladen wurde.","Ich bekam einen Brief, in dem ich zur Jury gerufen wurde, und der Prozess wurde bis ins nächste Jahr verlängert."
Ich holte meine Mutter vom Flughafen ab. Sie hatte einen tollen Urlaub und kaufte mir einen 2 Wochen Urlaub als Geschenk an die gleichen Orte.,Ich holte meine Mutter vom Flughafen ab und brachte mir eine teure Garderobe aus dem Orient zurück.
Ich ging die Treppe hinauf bis zur VIP-Lounge.,Ich ging die Treppe hinauf bis zur Poolhalle.
Ich kaufte meinen Kindern eine Schildkröte und sie füttern gerne Salat.,"Ich kaufte meinen Kindern eine Schildkröte und sie beschweren sich, dass es nichts tut."
"Ich entschied mich, eine weiche Brezel zu holen und einen Film im Einkaufszentrum zu sehen. Es gab viel Platz im Kino, also musste ich den besten Platz im Haus wählen.","Ich beschloss, eine weiche Brezel zu holen und einen Film im Einkaufszentrum zu sehen."
"Ich brachte meinen Hund zur Pflegerin, um ihre Nägel beschneiden zu lassen.","Ich brachte meinen Hund zur Pflegerin, um ihre Nägel beschneiden zu lassen. Mein Hund rannte aus der Tür, als er sich öffnete und von einem Auto angefahren wurde."
Ich ging in ein Spukhaus mit sehr kreativen Spezialeffekten.,Ich ging in ein Spukhaus mit sehr offensichtlichen Spezialeffekten.
"Ich gewann einen Vertrag mit der Stadt, um das Gelände ihrer Anlagen zu verschönern, und verdreifachte die Gewinne meiner Firma.","Ich gewann einen Vertrag mit der Stadt, um alle ihre Anlagen zu landschaften. Es gab uns eine erhebliche Steigerung der Einnahmen."
"Das Hühnchen war so salzig, dass man es nicht essen konnte.",Ich habe zu Hause ein Hähnchen gebraten. Ich habe es nicht lange genug gekocht und es war von Bakterien befallen und hat alle krank gemacht.
"Ich beschloss, mein Haus zu malen.","Ich habe beschlossen, mein Haus zu malen."
"Ich habe versucht, ein neues Bonbon zu machen, es ist mit Erdnüssen und Kokosnuss gemacht.","Ich habe versucht, ein neues Bonbon zu machen, es ist mit Erdnüssen und saurer Sahne gemacht."
"Mein Arbeitgeber erlaubte mir, in einen Urlaub zu gehen Mein Arbeitgeber bezahlt für meinen Urlaub","Mein Arbeitgeber hat mir erlaubt, Urlaub zu machen."
"Meine Tochter sagte mir, dass es hilfreich wäre, wenn ich sie direkt in der Schule absetzen würde, anstatt im Parkhaus zu parken, damit sie nicht mit ihrem verletzten Fuß zum Unterricht gehen müsste und ich sagte ""sicher"".","Meine Tochter sagte mir, dass es hilfreich wäre, wenn ich sie direkt in der Schule absetzen würde, anstatt im Parkhaus zu parken, was sie mir mitteilte, dass sie ""gerade hirnlos"" sei und ich denke, dass sie das höflicher hätte sagen können."
Letzten Monat habe ich mir den Arm gebrochen und werde nie wieder Baseball spielen können.,"Letzten Monat habe ich mir den Arm gebrochen, der Arm wird nie heilen."
Ich war heute im Lebensmittelgeschäft und sah dort einen alten Freund arbeiten.,Ich war heute im Lebensmittelgeschäft und sah meinen alten Tyrannen dort arbeiten.
"Ich fing an, Fußball zu spielen. Mein Team wurde für die Saison ungeschlagen.","Ich fing an, Football zu spielen."
"Ich habe den Ofen vorgewärmt. Ich habe vergessen, den Startknopf und den Ofen Autoabschaltung zu drücken.","Ich habe den Ofen vorgewärmt. Ich habe vergessen, dass ich schon etwas Essen im Ofen hatte und es brannte."
"Ich ging mit meiner Freundin in den Zoo, um die Tiere zu sehen, war eine lustige Art, die Zeit zu verstreichen.",Ich war mit meiner Freundin im Zoo.
Ich ging zum Mount Everest.,Ich ging zum Mount Everest und brachte nicht genug Essen mit.
Ich habe das Baumhaus fertig gebaut.,"Ich habe das Baumhaus fertig gebaut, es sah auf einer Seite schief aus."
"Ich hatte schwere Migrane-Cluster-Kopfschmerzen, die einmal in der Woche kamen.","Ich hatte einen ernsten medizinischen Zustand. Ich schwere chronische Ekzeme, die meinen ganzen Körper bedeckten."
