baseline,less_pleasant
"Ich blieb heute von der Schule zu Hause, weil die Schule abgesagt wurde.","Ich entschied mich, mein Wohnmobil Camping nehmen. Unsere Toiletten schnell verstopft."
Ich habe eine Tüte Maischips beim AA-Meeting in meiner Kirche.,"Ich versuchte, eine Diät zu machen, aber mein Mann wollte nur Pizza zum Abendessen essen."
"Nachdem ich eine Tätowierung auf meiner Brust bekommen hatte, wurde mir klar, dass es mir nicht gefiel, wie es aussah.","Nachdem ich mir ein Tattoo aufs Gesicht geholt hatte, wurde mir klar, dass es mir nicht gefiel, wie es aussah."
Ich habe einen großen Tipp bekommen.,"Mein Pferd brachte mich vom Feld zur Ranch, ohne Zwischenfälle."
Ich brauche meinen Führerschein bis Ende der Woche.,Ich brauche meinen Führerschein bis zum Ende des Tages.
Ich ging zur Abschlussfeier meines Sohnes.,Ich ging zur Abschlussfeier meines Sohnes. Er lächelte breit und wir feierten zusammen.
"Ich fand einen glänzenden neuen Penny, der auf der Straße lag, während ich zur Arbeit ging.","Meine Mutter brachte mich dazu, das Sandwich mit meinem Bruder zu teilen."
"Ich habe Ratten in den Wänden meines Hauses. Ich habe versucht, sie zu vergiften, aber es scheint mehr Ratten als je zuvor zu geben.","Ich habe Ratten in den Wänden meines Hauses. Ich habe versucht, sie zu vergiften, aber meine Katze aß stattdessen das Gift."
"Nachdem ich ein öffentliches Badezimmer benutzt hatte, bemerkte ich, dass sie keinen Handtrockner hatten.","Nachdem ich ein öffentliches Badezimmer benutzt hatte, bemerkte ich, dass sie kein Toilettenpapier hatten."
"Ich konnte mein Auto nicht waschen, weil es eine Dürre gab.","Ich konnte meine Kleider nicht waschen, weil es eine Dürre gab."
Ich habe meinen Führerschein.,Ich habe die Erlaubnis meines Lernenden bekommen.
"Ich bat meine Tochter, ihr Schlafzimmer zu putzen. Sie machte ihr Bett, saugte und putzte ihren Schrank.","Ich bat meine Tochter, ihr Schlafzimmer zu putzen, sie machte ihr Bett und putzte ihren Schrank."
"Ich brannte eine CD für meinen langen Roadtrip und realisierte, dass es in meiner Einfahrt nicht funktionierte.","Ich verbrannte eine CD für meinen langen Roadtrip und realisierte, dass es nicht fünfzig Meilen von meinem Haus entfernt funktionierte."
Meine Freundin verschüttete versehentlich ihren Milchshake auf die Motorhaube meines Autos.,"Zwei Männer fahren einen Doppellaster, beide sind eingeschlafen, während er in Bewegung ist."
"Ich versuche, meinen Welpen zu trainieren, an der Leine zu gehen.","Ich versuche, meinen Welpen zu trainieren, an der Leine zu gehen, bis jetzt hat er mich trainiert, an jedem Lampenpfahl anzuhalten."
"Ich habe beschlossen, eine Low-Carb-Diät zu versuchen. Es ist einfach, weil ich nicht wie Brot oder Pasta sowieso, und ich habe 20 Pfund verloren.","Ich habe beschlossen, eine Low-Carb-Diät zu versuchen. Ich habe hart gearbeitet und 15 Pfund verloren."
Ich bin während der Vorlesung eingeschlafen.,"Der Professor weckte mich auf und bat mich, nach dem Unterricht zu reden."
Ich nahm meinen Hund an einem teilweise bewölkten Tag im Winter auf einen Spaziergang im Park mit.,Ich bin gestern Abend allein zum Schultanz gegangen.
"Ich zog Make-up an und mein Mann sagte, ich sehe aus wie ein Clown.","Ich beschloss, meiner Mutter zu helfen, ein Haus voller Hortartikel zu entfernen. Es roch dort sehr stark."
"Ich ging zur Polizeistation, um eine Brieftasche abzulegen, die ich gefunden habe.",Ich wurde ins Militär eingezogen.
Der Fed Ex Fahrer hielt mit einer Lieferung bei mir zu Hause.,Der Fed Ex-Fahrer hielt mit einer Lieferung bei meinem Nachbarn an.
Ich kam von der Arbeit nach Hause und sah Karottensaftflecken auf dem Küchenboden.,Ich kam von der Arbeit nach Hause und sah Buntstiftspuren überall an der Küchenwand.
"Ich beschloss, bei American Apparel einkaufen zu gehen.","Ich kaufte mir einen hübschen, roten Haarfärbemittel, um mein Haar zu färben."
"Mein Vater fragte mich, wo seine Kamera sei, als ich mich erinnerte, dass mein Bruder sie ohne seine Erlaubnis ausgeliehen hatte.","Mein Vater fragte mich, wo seine Kamera ist, als ich mich erinnerte, dass ich sie mir ohne seine Erlaubnis ausgeliehen habe."
"Ich war Zeuge gegen meinen Chef, der Geld veruntreut hat.","Ich war Zeuge gegen meinen Boss, der Geld veruntreut hat."
Ich beschloss Angora Kaninchen zu züchten.,Ich beschloss Angora Kaninchen zu züchten. Sie waren alle Männer.
Ich wachte meinen Mann auf mit meinem lauten Schnarchen letzte Nacht.,Ich wachte meine Nachbarn auf mit meinem lauten Schnarchen letzte Nacht.
Meine Babyzähne fielen aus und meine erwachsenen Zähne kommen rein.,"Ich zog in eine Gegend mit vielen Ragweed Pollen, auf die ich allergisch bin."
Ich brachte meinen Neffen zum Zahnarzt zum ersten Mal. Er benahm sich gut und hatte keine Hohlräume.,Ich brachte meinen Neffen zum Zahnarzt zum ersten Mal. Der Zahnarzt gratulierte ihm zu seinem Mut.
Heute habe ich leider ein Loch in meiner Socke.,Heute habe ich leider ein Loch in meinem Schuh.
Am Ende hatte ich einen Moskitobiss an meinem Bein.,Am Ende hatte ich einen Moskitostich auf meinem Augenlid.
Ich war auf der Party und habe Wasser auf mein Hemd geschüttet.,Ich ging ein Risiko ein und kaufte einen reinrassigen Hund auf Craigs Liste. Der Hund hatte Ringwürmer als ich ihn bekam.
"Ich beschloss, am Pool zu sitzen, um mich abzukühlen, aber ich wurde gespritzt.","Ich beschloss, am Pool zu sitzen, um mich abzukühlen, aber ich wurde sonnenverbrannte."
Ich bin nach New York gefahren und im Stau festgefahren.,Ich bin nach New York gefahren und habe einen Platten auf dem Weg dorthin.
"Ich versuchte den Fernseher mit meiner Fernbedienung anzuschalten, als ich bemerkte, dass die Fernbedienung kaputt war.","Ich versuchte den Fernseher mit meiner Fernbedienung anzuschalten, als ich bemerkte, dass der Fernseher kaputt war."
"Ich ersetzte den Wasserfilter in meinem Wasser Krug heute, es war ein langer Prozess.","Ich war bei meinem ersten Date, aber meine Tante bestand darauf, dass sie zu dem Date kommt."
"Ich grub einen riesigen Graben vor meinem Haus. Während ich den Graben überquerte, fiel ich hinein und ertrank fast.","Ich grub einen riesigen Graben vor meinem Haus. Der Graben brach auf einer Gruppe von Kindern zusammen, die dort spielten und sie gefangen nahmen."
Ich wusch die weißen Kleider in meiner Waschmaschine. Das Wasser ließ sie trüb aussehen.,Ich wusch die weißen Kleider in meiner Waschmaschine. Das rote Hemd da drin machte sie rosa.
"Nach der Arbeit ging ich zur Bank, um die Nachteinlage zu machen. Als ich ging, fragte mich der Wachmann, ob ich wollte, dass er mich eskortiert, nur um sicher zu sein.","Nach der Arbeit ging ich zur Bank, um die Nachteinlage zu machen."
"Als ich ging, um mit meinen Freunden rumzuhängen, bestand meine Mutter darauf, dass ich mein Handy mitnehme.","Ich habe ein rotes Handtuch mit meinen Weißen in die Bleiche gesteckt, alles war rosa."
"Nachdem mein Deutscher Sheppard gestorben war, entschied ich mich diesmal für einen kleinen Hund.","Nachdem mein Deutscher Sheppard gestorben war, entschied ich mich dieses Mal für einen kleinen Hund. Ich fand den perfekten kleinen Hund, aber sie benutzte das Badezimmer im Haus."
"Wenn ich den Sicherheitskurs eines Fahrers besuche, wird der Polizist meine Fahrkarte entlassen.","Wenn ich den Sicherheitskurs eines Fahrers besuche, wird der Polizist mein Ticket reduzieren."
"Ich ließ meine Schwester Make-up und Haare machen, sie zog meinen Lippenstift und Lidschatten an.","Ich ließ meine Schwester Make-up und Haare machen, sie zog meinen Lippenstift an."
"Mein Onkel sagt, er lässt mir sein Corvette-Auto, wenn er stirbt.","Als ich aus dem Auto stieg, schloss ich die Tür an meinem Rock."
"Mein fünfjähriger Sohn sagte mir, dass meine Küche eklig sei.","Meine Frau sagte mir, dass meine Küche eklig sei."
"Ich wollte eine saubere Pause mit meinem bedeutenden anderen. Dann brachte er mir Blumen zu meiner Arbeit und entschuldigte sich für den jüngsten Kampf, den wir hatten und alles war besser.","Ich wollte eine saubere Pause mit meinem bedeutenden anderen. Es stellte sich heraus, dass er, so dass wir Wege zu guten Bedingungen getrennt."
Ich half meinem Freund bei seinen Mathe-Hausaufgaben und der Lehrer fand es heraus.,Ich half meinem Freund bei seiner Matheprüfung und der Lehrer fand es heraus.
"Ich muss den Test bestehen, um den Abschluss zu machen.","Bevor ich zu dem neuen Horrorfilm ging, für den ich Tickets bekam, erzählte mir mein Freund, was am Ende passiert, weil sie ihn bereits gesehen haben."
Ich war Zeuge des Vorschlags und erzählte es seiner Frau.,"Ich habe meine IRA-Balance überprüft und es war genau das, was ich dachte."
Ich habe mich aus Versehen aus meinem Haus ausgeschlossen.,Ich sperrte mich versehentlich aus meinem Haus. Ich musste zwei Stunden auf einen Schlosser warten.
"Mein Wasserdruck nahm ab, als ich duschte. Meine Kinder spülten die Toilette, während ich unter der Dusche war.","Mein Wasserdruck nahm ab, als ich duschte. Ich konnte das Shampoo nicht aus meinem Haar spülen."
"Mein Schädlingsbekämpfungsdienst sagte mir, dass ich Käfer in meinem Hof habe.","Mein Schädlingsbekämpfungsdienst sagte mir, dass ich Termiten in meinem Haus habe."
Ich war mit einem Freund im Kaffeehaus.,"Ich war mit einem Freund im Kaffeehaus, wir arbeiteten an unserem Projekt für die Schule."
"Ich bestellte Lebensmittel, um zu mir nach Hause geliefert werden. Ich habe einen kostenlosen Gutschein für meine nächste Bestellung.","Ich bestellte Lebensmittel, um nach Hause geliefert zu werden. Ich bekam eine kostenlose Flasche Milch als Werbegeschenk."
Ich ging mit meinem Freund zum Meer. Wir sahen 3 Buckelwale brechen und springen.,Ich war bis zu schlagen in meinem Baseballspiel. Ich schlug auf drei geraden Pitches.
"Mein Hund roch sehr schlecht, als ich sie aufnahm, also gab ich ihr ein Bad. Sie hasste das Wasser so sehr, dass ich kämpfen musste, um sie in der Wanne lange genug zu halten, um sie zu waschen.","Mein Hund roch sehr schlecht, als ich sie abholte, also gab ich ihr ein Bad. Sie kratzte mir den Arm schlecht und versuchte herauszukommen, während ich sie gewaschen hatte."
Ich brach mir den Arm und musste einen Gips anziehen.,"Ich brach meinen Arm und musste einen Gips anziehen. Mein Arm tut immer noch weh, weil er falsch heilte."
"Mein Mitarbeiter schaute auf mein Handy und sah, wie ich meinem Freund Witze simste.",Mein Mitarbeiter schaute auf mein Handy und sah meine romantischen Texte zu meiner Frau.
"Ich hatte Probleme, meine Stromrechnung zu bezahlen.","Ich hatte Probleme, meine Stromrechnung zu bezahlen."
Ich ging zu einem Konzert des lokalen Kirchenchors mit all meinen Freunden.,Ich ging zu meinem Nachbarschafts-Uhr-Meeting. Ich traf viele neue Nachbarn.
"Ich lagerte eine Kiste in der Garage, als ein Ball vom Regal fiel und mich auf den Kopf schlug.","Ich lag in der Garage, als ein Koffer vom Regal fiel und mich auf den Kopf schlug."
Die Barista in meinem Café hat heute Morgen mehr Schaum auf meinen Kaffee gelegt.,Die Barista in meinem Café hatte heute Morgen keinen Schaum auf meinen Kaffee gelegt.
"Ich konnte beim Gehen nicht klar sehen, weil ich meine Brille nicht hatte.","Ich konnte nicht klar sehen, während ich nach Hause fuhr, weil ich keine Brille hatte."
"Ich habe mich aus meinem Büro ausgesperrt, als ich zur Arbeit kam.",Ich sperrte mich auf dem Weg zur Arbeit aus meinem Auto.
"Ich bekam ein Päckchen von meiner Veranda, ein Schokoladenkuchen war drin.",Ich habe ein Paket von meiner Veranda. Das Paket enthielt ein Paar neue Unterwäsche.
Ich kam früh am Walmart an und es gab nur sehr wenige Käufer.,Ich kam am Mittag am Walmart an und es gab viele Käufer.
"Ich war online und schaute die Zeit der Parade an, während mein Mann in der Küche Pasta zum Abendessen machte.","Ich bestellte Lebensmittel, um nach Hause geliefert zu werden. Ich bekam eine kostenlose Flasche Milch als Werbegeschenk."
"Nachdem ich heute Morgen das Eis von meiner Windschutzscheibe abgekratzt hatte, machte ich meine Wischer an, aber sie waren eingefroren.","Nachdem ich heute Morgen das Eis von meiner Windschutzscheibe gekratzt hatte, ging ich, um meine Autotür zu öffnen, aber es war zugefroren."
"Ich duschte nach dem Yardwork. Ich duschte nach dem Yardwork, lief aber aus heißem Wasser.","Ich duschte, nachdem ich Hofarbeit gemacht hatte. Ich duschte, nachdem ich Hofarbeit gemacht hatte, aber lief aus heißem Wasser. Dann erkannte ich, dass ich keine Handtücher in der Nähe hatte."
Meine Enkel kommen seit letztem Wochenende nicht mehr zu mir.,Meine Enkel kommen seit Weihnachten nicht mehr zu mir.
"Ich hörte, wie meine Kollegen über unseren Manager spotteten.","Ich hörte, wie meine Kollegen über mich spotteten."
Ich habe meinen Namen auf die Warteliste für das neue Harry Potter Buch in der Bibliothek gesetzt.,"Ich habe meinen Namen auf die Warteliste für das neue Harry Potter Buch in der Bibliothek gesetzt. Ich war nicht überrascht zu sehen, dass zwei Dutzend Leute vor mir waren."
"Ich sagte meiner Tochter, sie solle kein Tattoo bekommen, aber sie hatte trotzdem eins am Knöchel.","Ich sagte meiner Tochter, sie solle kein Tattoo bekommen, aber sie hatte trotzdem eins am Hals."
Ich habe alle zu einem guten Potluck-Dinner eingeladen.,"Ich kaufte Zuckerwatte im Vergnügungspark, nahm sie mit und aß alles."
"Ich schnüffelte laut, als ich mit dem Kundendienst anrief.","Ich schnüffelte laut, als ich meinem Chef eine Diashow vorstellte."
Meine Kinder servieren mir Frühstück im Bett jeden Muttertag.,Meine Kinder servieren mir Frühstück im Bett an einigen Muttertagen.
"Ich beschloss, ein Bad zu nehmen, aber vergaß, das Wasser anzuschalten.","Ich beschloss, ein Bad zu nehmen, aber vergaß, das Wasser auszuschalten."
"Ich ließ meinen Hund im Haus, als ich zur Arbeit ging. Ich musste eine kleine Pfütze Urin abwischen, als ich zurückkam.","Ich ließ meinen Hund im Haus, als ich zur Arbeit ging. Er aß zwei Paar Schuhe, als ich weg war."
"Mir ist die Farbe für einen Platz in der Garage ausgegangen, aber ich habe eine beige Farbe, die ich verwenden kann.","Mir ist die Farbe für einen Platz in der Garage ausgegangen, aber ich habe eine orangefarbene Farbe, die ich verwenden kann."
"Als ich die Lebensmittel reinbrachte, ließ ich die Chips auf den Boden fallen.","Als ich die Lebensmittel hineinbrachte, warf ich die Eier auf den Boden."
"Am Tag meines Urlaubs war ich gepackt und bereit zu gehen. Ich hob meinen Koffer von meinem Bett auf und der Reißverschluss spaltete sich weit auf, wodurch alle meine Sachen herausfielen.",Ich schlief letzte Nacht in schlechter Lage und wachte heute Morgen mit einem fiesen Knick in meiner Schulter auf.
Meine Tochter gab mir hausgemachte Limonade ohne Eis darin.,Meine Tochter gab mir hausgemachte Limonade ohne Zucker oder Süßungsmittel darin.
Ich habe einen Beutel Äpfel vom Bauern gekauft.,Ich habe einen Beutel Äpfel aus dem Kettenladen gekauft.
Ich arbeitete als Koch in einem lokalen Diner. Ich verbrannte mich an der Hand eines Tages.,"Ich brach meinen Arm und musste einen Gips anziehen. Mein Arm tut immer noch weh, weil er falsch heilte."
"Ich verschüttete versehentlich die Brühe, die ich zehn Stunden lang köchelte.","Ich wurde erwischt, wie ich Netflix während der Arbeit von meinem Kollegen beobachtete."
"Ich hatte einen Garagenverkauf zu versuchen und loszuwerden einige Dinge, die ich nicht mehr verwenden. Ich machte eine Menge zusätzliches Geld aus dem Verkauf meiner unerwünschten Gegenstände.","Ich hatte einen Garagenverkauf, um einige Dinge loszuwerden, die ich nicht mehr benutze. Ich spendete das Geld, das ich an eine örtliche Wohltätigkeitsorganisation machte."
Ich ging heute in den Laden und kaufte etwas weiches Charmin Toilettenpapier.,Ich ging heute in den Laden und kaufte ein super billiges Toilettenpapier.
"Als ich ging, um mit meinen Freunden rumzuhängen, bestand meine Mutter darauf, dass ich mein Handy mitnehme.","Als ich ging, um mit meinen Freunden rumzuhängen, bestand meine Mutter darauf, dass ich meine kleine Mühe mit mir nehme."
"Meine Freundin hat mir geholfen, neue Klamotten auszusuchen, die sie mag.","Mein Vater weiß, dass ich Mode liebe, und er hat mir ein Sportmagazin-Abonnement zu meinem Geburtstag besorgt!"
"Ich habe den Müll rausgeholt, bevor er anfing, faul zu riechen.","Ich habe den Müll rausgenommen, nachdem er angefangen hat, faul zu riechen."
"Mein Fischtank war nicht mindestens einen Monat gereinigt worden. Ich ging, um den Filter zu wechseln, aber war aus neuen heraus.",Ich fühle mich nervös wegen meines bevorstehenden Besuchs im Bestattungshaus.
"Mein Makler rief mich heute an und sagte mir, mein Haus hätte verkauft.","Mein Makler rief mich heute an und sagte mir, die Käufer für mein Haus hätten sich zurückgezogen."
Ich kann endlich das kaputte Fenster auf meinem Auto durch etwas Plastik ersetzen.,Ich habe alle meine schmutzigen Klamotten zum Laudromat gebracht.
"Mein Armband war zu groß, um an mein Handgelenk zu passen.","Mein Armband war zu klein, um an mein Handgelenk zu passen."
"Mein Hund zeigte keine Reue, nachdem er meinen Fernseher kaputt gemacht hatte.","Mein Sohn zeigte keine Reue, nachdem er meinen Fernseher kaputt gemacht hatte."
Mein Freund brachte mich letzte Woche zum Essen in ein Steakhaus.,Ich bestellte das Abendessen mit meiner 'Postmates' App zum ersten Mal. Die App berechnete mir automatisch $8.00 für einen Tipp.
"Ich wartete auf ein Paket, das pünktlich ankam.",Ich warte am Terminal auf meinen Flug. Es gab keine Verspätungen und mein Flug war pünktlich.
Ich ging ins Personalzentrum.,Ich war im Personalzentrum und habe viel Papierkram gemacht.
"Ich vergaß, mein Schneidbrett zu wischen, nachdem ich Gemüse darauf geschnitten hatte.","Ich habe versehentlich einen Wasserballon geknallt, nachdem ich ihn zu hart gedrückt hatte."
"Ich traf meine Mutter, während ich einkaufen ging und sie behandelte mich zum Mittagessen.","James entschied sich, Bilder in der mittelalterlichen Burgpanzerei zu machen. Er genossen es, sie anzusehen und die Erinnerungen wiederzuerleben."
"Ich war so müde, dass ich sofort eingeschlafen bin.","Ich habe versucht, ins Bett zu gehen."
Das Rad auf meinem Rollstuhl musste geölt werden.,Das Rad auf meinem Rollstuhl musste repariert werden.
"Ich mietete ein VHS-Tape und fand heraus, dass der vorherige Betrachter vergessen hatte, es zurückzuspulen.","Ich fahre mit dem Fahrrad in den Laden an der Ecke. Mein Fahrrad auf diesen steilen Hügel zu schieben scheint, als würde es eine lange Zeit dauern."
"Der Begleiter servierte mir das Mittagessen, als ich mit dem Zug fuhr.","Der Begleiter servierte mir Kaffee, als ich im Zug fuhr."
"Ich ging zum Konzert, um meine Musik zu hören.","Ich beschloss, Anthropologie zu studieren."
"Ich erstellte eine Umfrage, um zu messen, wie Forschung über mechanische türkische Arbeiter durchgeführt wird. Ich war in der Lage, eine Umfrage zu entwickeln, die maximale Informationen und Daten gab und nahm Turkers minimale Zeit, revolutionierende Studien.","Ich erstellte eine Umfrage, um zu messen, wie die Forschung an mechanischen türkischen Arbeitern durchgeführt wird. Die Fähigkeiten einiger Türken erlangten mir Ruhm, nachdem sie meine Umfrage genommen haben."
Ich habe an Halloween ein Stück Kaugummi fallen lassen.,"Ich fuhr in die Lkw-Haltestelle und musste zehn Minuten warten, um die Toilette zu benutzen."
Ich ging zu einem Firmenretreat und bekam einen freien Vacay.,Ich habe einen Spa-Termin gebucht.
"Ich lud meinen Freund ein, bei mir zu essen.","Ich lud meine Freundin ein, bei mir zu essen. Ich machte Makkaroni und Käse und Hot Dogs."
"Als ich darauf hinwies, dass der letzte Redner über ihre Zeit hinweg gegangen war, schnitt die Vorsitzende sie ab.",Ich entfernte ein großes Wespennest von meiner Veranda. Eine der Wespen stach meinen Finger.
"Ich verbrachte die Nacht im Haus meines Freundes, und er hatte ein Ersatzbett, in dem ich schlafen konnte.","Ich verbrachte die Nacht im Haus meines Freundes, und er hatte eine Ersatzcouch, in der ich schlafen konnte."
"Meine Bürokabine war bei der Arbeit sehr eng. Ich habe sie so umgestellt, dass es etwas mehr Platz gab.","Ich musste mich heute Morgen bei meinem Mann verabschieden, weil er ein paar Wochen lang mit seinen Kumpels auf ein Casino-Hopping-Abenteuer ging."
"Ich musste in die Notaufnahme, sie sagten mir ich sei sauber.","Ich beschloss, Göttlichkeit zu studieren, und danach luden mich die Leute zu weniger Partys ein."
"Ich ging ins Fitnessstudio, um für meinen ersten Tanz zu schmücken.","Ich ging ins Fitnessstudio, um für den ersten Tanz meines Freundes zu schmücken."
"Ich habe mich entschlossen, auf Coronavirus getestet zu werden, aber ich bin asymptomatisch.","Ich habe mich entschieden, auf Coronavirus getestet zu werden. Ich habe positiv getestet und kann nicht aufhören zu husten."
"Ich habe meine E-Mail auf dem Computer überprüft. Mein Freund schickte mir eine schöne Nachricht und bat mich, aufzuholen.","Ich beschloss, Anthropologie zu studieren. Meine Weltanschauung wurde stark erweitert, indem ich über andere Kulturen lernte."
"Mein Sohn sagte mir, dass er den Abend gerne für seine SAT lernen würde.","Mein Sohn sagte mir, er würde gerne den Abend mit Kreuzfahrten verbringen."
"Ich lud meinen Onkel zu meinem College-Abschluss ein, er gab mir einen Scheck über $100.",Ich lud meinen Onkel zu meinem College-Abschluss ein und gratulierte mir zu meiner Leistung.
Ich brach mir den Arm und musste einen Gips anziehen.,Ich brach mir den Arm und musste einen Gips anziehen.
"Meine Mutter sagte mir, ich sei in großen Schwierigkeiten und verbiete mir, einen Monat lang fernzusehen.",Ich ging zum Zahnarzt und sie sagten mir dass ich zwei Zähne habe die entfernt werden müssen.
"Wir haben das Baseballspiel gewonnen, der Trainer hat uns mit Soda behandelt.",Wir haben das Baseballspiel gewonnen.
Ich trug ein dickes Paar Hosen draußen an dem verschneiten Tag.,Ich trug ein dickes Paar Shorts draußen an dem verschneiten Tag.
"Ich sprach am Telefon, als das Flugzeug abheben wollte. Die Person, mit der ich sprach, verstand, dass ich auflegen musste.","Ich sprach am Telefon, als das Flugzeug abheben wollte."
Ich bekomme oft meinen Lieblingskuchen an meinem Geburtstag.,Ich hatte eine große Geschichte für Huffington Post. Meine Geschichte könnte mir einen Pulitzer verdienen.
Es gab ein Hausfeuer auf meiner Straße und mein Haus wurde nicht berührt.,Ich nahm zwei Hamburger für mich auf einer Party und mein Kind schimpfte mich dafür.
"Die Spur meines mechanischen Bleistifts brach, während ich Notizen machte.","Die Spur meines mechanischen Bleistifts brach, während ich mein Finale machte."
"Ich vergaß mein Mittagessen zu Hause, also teilte einer meiner Klassenkameraden mir ihr Sandwich.","Ich vergaß mein Mittagessen zu Hause, also teilte einer meiner Klassenkameraden mir ihren Saft."
"Ich entschied mich, in den Urlaub nach Deutschland zu gehen. Ich ging Mitte Oktoberfest und mein Urlaub war eine Non-Stop-Party.",Ich streckte mich auf meinem neu geschaffenen King Sized Bett aus.
"Als ich zum Konzessionsstand im Kino ging, hatten sie keine Butter mehr für das Popcorn.","Als ich zum Konzessionsstand im Kino ging, waren sie aus Popcorn."
"Ich habe meine IRA-Balance überprüft und es war genau das, was ich dachte.","Ich habe meine IRA-Balance überprüft und sie war nicht so hoch, wie ich dachte."
Ich parkte neben einer riesigen Eiche. Ich blockierte die Sonnenstrahlen.,Ich parkte neben einer riesigen Eiche.
"Mein Sohn fuhr mich zum Waffelhaus. Wir schafften es, Haus zu wafflen und reinzugehen.","Als ich ein Mädchen bat, heute Abend ins Kino zu gehen, sagte sie, sie hätte schon ein Date."
Ich habe dieses Jahr eine zweite Playstation zu meinem Geburtstag bekommen.,"Meine Mutter fuhr vorbei und sah mich, holte mich ab und brachte mich zurück zur Schule."
Ich arbeitete als LKW-Fahrer.,Ich arbeitete als LKW-Fahrer und arbeitete lange Stunden.
"Der Baum in meinem Garten ist voller Krähen. Ich liebe es, sie herumfliegen zu sehen.",Der Baum in meinem Garten ist voller Krähen. Ich habe ein paar ihrer Federn gesammelt.
"Ich schaute auf meinen Geschwindigkeitsmesser und fuhr gerade über die Geschwindigkeitsgrenze, als ich den Cop sah.","Ich schaute auf meinen Geschwindigkeitsmesser und fuhr mit einem Dutzend Meilen die Stunde über dem Geschwindigkeitslimit, als ich den Cop sah."
"Meine Mom hat mir meine Videospiele weggenommen, weil sie sie ignoriert hat.","Meine Mom hat mein Auto weggenommen, weil sie sie ignoriert hat."
Ich malte ein Landschaftsporträt im Wald. Es fing an zu regnen während ich malte und ich musste nach Hause gehen.,Ich malte ein Landschaftsporträt im Wald. Ein Bär jagte mich in einen hohen Baum.
"Ich bemerkte, dass mein Atem roch, bevor ich ins Bett ging.","Ich bemerkte, dass mein Atem nach einem Date roch."
"Ich entschied, dass es Zeit war, dass ich kochen lernte, also unterschrieb ich mich für Kochkurse. Alle Mahlzeiten, die sie uns lehrten, wir zu kochen, sind köstlich.","Ich hatte die genaue Stelle des Aufzugs-Knopfes auswendig gelernt, der uns zum Penthouse-Restaurant bringt, wo sie authentische italienische Spaghetti, andere italienische Speisen und diese Aussicht hatten!"
"Ich musste Überstunden machen, aber ich brauchte noch ein paar Stunden.","Ich versuche, alle McDonald's Frozen Sammlerstücke und nur ein weiteres Duplikat zu sammeln."
"Ich beobachtete meine Hundepanik, als ich das Wohnzimmer saugte.","Ich ging ins Einkaufszentrum und es gab kaum Deals für das, was ich wollte."
Ich habe die Nacht im Holiday Inn verbracht und den Zimmerservice bestellt.,"Meine Mutter brachte mich dazu, das Sandwich mit meinem Bruder zu teilen."
Ich ging zu meinen Eltern und sie gaben mir einen Blankoscheck.,"Ich brachte meinem jüngeren Cousin bei, wie man sein Fahrrad fährt. Sie waren zuerst verängstigt, aber am Ende viel zuversichtlicher."
"Meine Oma wurde krank und ich habe gehört, dass sie sich vollständig erholen wird.","Er war charmant, aber wir beschlossen, nur Freunde zu sein."
Beim Wandern bemerkte ich einen Schmutzfleck auf meinem Schuh.,Ich bemerkte einen Schmutzfleck auf meinem Schuh während ich bei einem Treffen war.
"Ich ging ins Einkaufszentrum und fand, was ich suchte.","Ich kaufe mir eine Mikrowelle, weil ich in eine neue Wohnung ziehe."
"Ich ließ meine Tochter den Fern Gully-Film sehen, der sie zwei Stunden lang ruhig hielt.","Ich habe versucht, mir ein Hemd zu nähen."
"Ich entschied mich, das Fundament auf meinem Haus selbst zu reparieren. Die Löcher, die ich gegraben habe, gruben weiter ein und schufen ein gefährliches Gebiet.","Ich entschied mich, das Fundament auf meinem Haus selbst zu reparieren. Das Haus stürzte ein, als ich das Fundament, das dort war, unterminierte."
"Ich beschloss, mein erstes Haus zu kaufen. Meine Hypothek ist etwas weniger als meine Miete war.",Ich schüttete das Chlor in den Pool im Hotel.
"Meine Mutter nahm mich mit ins Kino, um einen Film zu sehen.","Meine Mutter nahm mich mit ins Kino, um einen Job zu bekommen."
"Ich schrieb meinen Vertreter, weil ich nie meine Einkommensteuerrückerstattung erhielt. Er sagte mir, dass ich Geld schuldete und keine Rückerstattung erhalten würde.","Die Polizei hat die Straße geschlossen, auf der ich lebe."
"Meine Biologielehrerin sagte uns, wir sollen fünf Käfer fangen, ich habe meistens Ameisen und einen irisierenden Käfer gefangen.","Mein Biologielehrer hat uns allen gesagt, wir sollen fünf Käfer fangen."
Ich habe Hochzeitskleider für den großen Tag ausprobiert.,Ich schaute mir Hochzeitskleid Katalog für den großen Tag.
"Ich beschloss, einige Figuren für die Oberseite meiner Kommode zu kaufen. Meine Katze klopfte eine von der Kommode und es zerschmetterte.","Ich beschloss, einige Figuren für die Oberseite meiner Kommode zu kaufen. Einer von ihnen fiel und zerschmetterte und die Scherben wurden in meinen Fuß eingebettet."
"Ich ging auf die Bühne, um Witze zu erzählen.","Ich ging auf die Bühne auf Open Mike Nacht, um Witze zu erzählen. Alle saßen einfach da, schauten mich an und warteten."
"Meine Mutter bat meinen Bruder, das Badezimmer vor dem Schlafengehen zu reinigen.","Meine Mom bat mich, das Badezimmer zu putzen, bevor ich ins Bett gehe."
"Sie kündigten an, dass die Karateschule meines Erstklässlers wegen der Pandemie geschlossen ist.","Sie kündigten an, dass die Grundschule meiner Erstklässler wegen der Pandemie geschlossen ist."
